54665.5  1.17810186446517e+02 -3.49502272475297e+01  3.66450523305684e+01  9.31444e-09  7.13811e-09  2.84562e-03  1.02544e-01  1.76681e-01  1.65827e-01
54666.5  1.17810186436293e+02 -3.49502272409814e+01  3.66461728950962e+01  8.25262e-09  6.52458e-09  2.54388e-03  1.26756e-01  1.89794e-01  1.89619e-01
54667.5  1.17810186437116e+02 -3.49502272320367e+01  3.66412837076932e+01  7.15315e-09  5.81246e-09  2.11015e-03  6.80644e-02  1.44970e-01  1.56683e-01
54669.5  1.17810186436492e+02 -3.49502272445050e+01  3.66410896843299e+01  8.16396e-09  6.63977e-09  2.49265e-03  8.00452e-02  1.49034e-01  1.52145e-01
54670.5  1.17810186405273e+02 -3.49502272617459e+01  3.66440865015611e+01  8.83794e-09  6.86905e-09  2.66447e-03  1.15686e-01  1.53879e-01  1.82118e-01
54671.5  1.17810186427410e+02 -3.49502272428120e+01  3.66421874612570e+01  9.49277e-09  7.27001e-09  2.71987e-03  1.36085e-01  1.81077e-01  2.00064e-01
54672.5  1.17810186434484e+02 -3.49502272535109e+01  3.66408166801557e+01  8.13957e-09  6.40961e-09  2.42096e-03  1.44541e-01  1.73573e-01  2.11782e-01
54673.5  1.17810186432521e+02 -3.49502272519001e+01  3.66393782384694e+01  8.83342e-09  6.64953e-09  2.53340e-03  8.51312e-02  1.78236e-01  1.67767e-01
54674.5  1.17810186436519e+02 -3.49502272516986e+01  3.66446970487013e+01  8.72669e-09  6.42961e-09  2.44477e-03  9.90132e-02  1.54256e-01  1.87577e-01
54675.5  1.17810186445336e+02 -3.49502272536601e+01  3.66472578179091e+01  8.13032e-09  6.28274e-09  2.45854e-03  8.02637e-02  1.47836e-01  1.64036e-01
54676.5  1.17810186425318e+02 -3.49502272364090e+01  3.66462174756452e+01  8.26351e-09  6.35482e-09  2.50607e-03  6.63516e-02  1.41628e-01  1.65062e-01
54677.5  1.17810186436618e+02 -3.49502272159691e+01  3.66478811446577e+01  8.43870e-09  6.47378e-09  2.48565e-03  6.14140e-02  1.63009e-01  1.73464e-01
54678.5  1.17810186441061e+02 -3.49502272262469e+01  3.66451996536925e+01  8.57490e-09  6.44421e-09  2.54055e-03  2.60569e-02  1.41499e-01  1.68441e-01
54679.5  1.17810186448281e+02 -3.49502272242461e+01  3.66445197807625e+01  7.98655e-09  6.11850e-09  2.40512e-03  8.87504e-02  1.56562e-01  1.71008e-01
54680.5  1.17810186435765e+02 -3.49502272215767e+01  3.66436677556485e+01  8.68697e-09  6.74167e-09  2.62675e-03  4.26475e-02  1.38186e-01  1.51306e-01
54681.5  1.17810186455265e+02 -3.49502272148192e+01  3.66473603574559e+01  7.74605e-09  5.82783e-09  2.24519e-03  9.68236e-02  2.14820e-01  1.70287e-01
54682.5  1.17810186435544e+02 -3.49502272246317e+01  3.66372835868970e+01  7.75766e-09  5.96339e-09  2.18807e-03  5.61014e-02  1.43481e-01  1.80444e-01
54683.5  1.17810186459729e+02 -3.49502272124225e+01  3.66427414976060e+01  8.34230e-09  6.02209e-09  2.23281e-03  1.28200e-01  1.98731e-01  2.03841e-01
54684.5  1.17810186438114e+02 -3.49502272167547e+01  3.66406170753762e+01  9.02420e-09  6.78547e-09  2.52660e-03  1.32139e-01  1.49797e-01  1.52845e-01
